index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
92,92,The Vanish government said pirate in the Arabian Tea captured the yacht in the first reported attack on a small pleasure vessel since four Americans were killed by their pirate captor last week ,2011-02-28 18:52:06+00:00,The Danish government said pirates in the Arabian Sea captured the yacht in the first reported attack on a small pleasure vessel since four Americans were killed by their pirate captors last week.,"{'main': 'Pirates Hijack Vessel Carrying 7 Danes, Including 3 Children', 'kicker': None, 'content_kicker': None, 'print_headline': 'Pirates in the Arabian Sea Hijack a Vessel Carrying 7 Danes, Including 3 Children', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Denmark', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Piracy at Sea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'ARABIAN SEA', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hijacking', 'rank': 4, 'major': 'N'}]",Foreign,World,92,compound,-0.5994
93,93,A round of the days event in the region ,2011-03-01 06:48:22+00:00,A roundup of the dayâs events in the region.,"{'main': 'Tumult Around the Region', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tumult Around the Region', 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,93,compound,0.0
94,94,A clerk accused of having link to Ll Qaeda joined protest calling for replacing the government with an Islamic state ,2011-03-01 10:59:09+00:00,A cleric accused of having links to Al Qaeda joined protesters calling for replacing the government with an Islamic state.,"{'main': 'Radical Cleric Demands Ouster of Yemen Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Radical Cleric Demands Ouster Of Yemen Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Islam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Zindani, Abdul Majid al-', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}]",Foreign,World,94,compound,-0.4939
95,95,A rally in the capital Muscat on Tuesday wa part government choreography and part genuine outpouring of affection for the nations leader ,2011-03-01 20:37:41+00:00,"A rally in the capital, Muscat, on Tuesday was part government choreography and part genuine outpouring of affection for the nationâs leader.","{'main': 'Rallies in Oman Steer Clear of Criticism of Its Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rallies in Oman Steer Clear Of Criticism of Its Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Oman', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}]",Foreign,World,95,compound,0.5267
96,96,The issue of democracy and renewal in the Arab world can not quite cloak the question of how the West dealt with the Libyan leader over many year ,2011-03-04 12:00:59+00:00,The issues of democracy and renewal in the Arab world cannot quite cloak the question of how the West dealt with the Libyan leader over many years.,"{'main': 'How Britain Changed Course in Libya', 'kicker': 'Letter From Europe', 'content_kicker': None, 'print_headline': 'Libyans Do What West Would Not', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Qaddafi, Muammar el-', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Lockerbie (Scotland)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Blair, Tony', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Lawrence, T E', 'rank': 6, 'major': 'N'}]",Foreign,World,96,compound,0.0
97,97,Experts said the United States wa caught between demand for change in the region and support for other Middle Last monarchy ,2011-03-05 01:37:38+00:00,Experts said the United States was caught between demands for change in the region and support for other Middle East monarchies.,"{'main': 'Bahrainis Fear the U.S. Isnât Behind Their Fight for Democracy', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bahrainis Fear the U.S. Isnât Behind Their Fight for Democracy', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Khalifa, Hamad Bin Isa al-', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 7, 'major': 'N'}]",Foreign,World,97,compound,0.6124
98,98,Deterred by offer of job and money protest in Bahrain and Man have held daily demonstration ,2011-03-06 16:16:00+00:00,"Undeterred by offers of jobs and money, protesters in Bahrain and Oman have held daily demonstrations.","{'main': 'Bahrainâs Promised Spending Fails to Quell Dissent', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bahrainâs Promised Handouts Fail to Quell Discontent', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}]",Foreign,World,98,compound,-0.1531
99,99,Looking forward to life after oil the emigrate is placing a strong emphasis on the development of leisure and tourism ,2011-03-23 19:31:32+00:00,"Looking forward to life after oil, the emirate is placing a strong emphasis on the development of leisure and tourism.","{'main': 'Abu Dhabi Plans for Future as Tourism Hub', 'kicker': 'Middle East', 'content_kicker': None, 'print_headline': 'Abu Dhabi Plans for Future as Tourism Hub', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Piracy at Sea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Abu Dhabi (United Arab Emirates)', 'rank': 3, 'major': 'N'}]",Foreign,World,99,compound,0.5106
100,100,Man ha a lot of work to do to create job for it young people but when protest began to sweep the Arab world last month they quickly filled out there Why ,2011-04-06 19:31:01+00:00,"Oman has a lot of work to do to create jobs for its young people, but when protests began to sweep the Arab world last month, they quickly fizzled out there. Why?","{'main': 'Oman Offers Some Lessons to a Region Embroiled in Protest', 'kicker': 'Middle East', 'content_kicker': None, 'print_headline': 'Oman Offers Some Lessons to a Region Embroiled in Protest', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Oman', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 6, 'major': 'N'}]",Foreign,World,100,compound,-0.0644
101,101,A regional group make a shift offering a proposal for the transfer of power ,2011-04-08 01:26:38+00:00,"A regional group makes a shift, offering a proposal for the transfer of power.","{'main': 'Persian Gulf Coalition Joins in Seeking Ouster of Yemeni President', 'kicker': None, 'content_kicker': None, 'print_headline': 'Persian Gulf Coalition Joins in Seeking Ouster of Yemeni President', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 4, 'major': 'N'}]",Foreign,World,101,compound,0.0
102,102,More than people gathered for dueling demonstration over the fate of President Li Abdullah Pale who face a rising tide of international pressure to step down ,2011-04-09 00:07:27+00:00,"More than 100,000 people gathered for dueling demonstrations over the fate of President Ali Abdullah Saleh, who faces a rising tide of international pressure to step down.","{'main': 'Tens of Thousands Protest in Yemen', 'kicker': None, 'content_kicker': None, 'print_headline': 'Amid Dueling Protests, Yemen Leader Digs In', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 5, 'major': 'N'}]",Foreign,World,102,compound,-0.2023
103,103,A bloc of Persian Gulf country renewed it offer to help mediate the political crisis in Semen and to ease the transition of power from the battled president ,2011-04-10 12:42:00+00:00,A bloc of Persian Gulf countries renewed its offer to help mediate the political crisis in Yemen and to ease the transition of power from the embattled president.,"{'main': 'Gulf Nations Repeat Offer to Mediate Crisis in Yemen', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gulf Nations Repeat Offer to Mediate Crisis in Yemen', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 5, 'major': 'N'}]",Foreign,World,103,compound,-0.2732
104,104,A planned meeting wa to take place the same day that security force fired on protest marching through the capital Ana It least protest were shot doctor said ,2011-04-17 11:24:19+00:00,"A planned meeting was to take place the same day that security forces fired on protesters marching through the capital, Sana. At least 15 protesters were shot, doctors said.","{'main': 'Yemeni Opposition Sets Meeting With Gulf Bloc', 'kicker': None, 'content_kicker': None, 'print_headline': 'Yemeni Opposition Sets Meeting With Gulf Bloc', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Yemen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 5, 'major': 'N'}]",Foreign,World,104,compound,-0.6369
105,105,Cities in Man and Semen held large protest on Friday which were not met by the same violent crackdown unleashed by security force in Syria ,2011-04-22 22:15:13+00:00,"Cities in Oman and Yemen held large protests on Friday, which were not met by the same violent crackdown unleashed by security forces in Syria.","{'main': 'Thousands March Across the Middle East, Most Peacefully', 'kicker': None, 'content_kicker': None, 'print_headline': 'Thousands March Across the Middle East, Most Peacefully', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Oman', 'rank': 6, 'major': 'N'}]",Foreign,World,105,compound,-0.5423
106,106,The lesson autocrat are taking from the Arab Spring is that those who quit like Bosnia Mubarak of Egypt face humiliation while those who continue to use force gain beverage ,2011-04-28 02:16:16+00:00,"The lesson autocrats are taking from the Arab Spring is that those who quit, like Hosni Mubarak of Egypt, face humiliation, while those who continue to use force gain leverage.","{'main': 'Embattled Arab Leaders Decide Itâs Better to Fight Than Quit', 'kicker': 'Memo From Cairo', 'content_kicker': None, 'print_headline': 'Embattled Arab Leaders Decide Itâs Better to Fight Than Quit', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Mubarak, Hosni', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Saleh, Ali Abdullah', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Ben Ali, Zine El-Abidine', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Tunisia', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Libya', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 13, 'major': 'N'}]",Foreign,World,106,compound,0.296
107,107,Demands in mid February for a change in the way Iraqâs Furnish region is governed were met with bonfire and arrest ,2011-05-19 00:42:29+00:00,Demands in mid-February for a change in the way Iraqâs Kurdish region is governed were met with gunfire and arrests.,"{'main': 'Anger Lingers in Iraqi Kurdistan After a Crackdown', 'kicker': None, 'content_kicker': None, 'print_headline': 'Anger Lingers in Iraqi Kurdistan After a Crackdown', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Kurds', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}]",Foreign,World,107,compound,-0.34
108,108,Some see the invitation from the Gulf state a a recognition of the shifting strategic and political alliance across the region ,2011-05-25 20:46:28+00:00,Some see the invitation from the Gulf states as a recognition of the shifting strategic and political alliances across the region.,"{'main': 'Gulf Council Reaches Out to Morocco and Jordan', 'kicker': 'Middle East', 'content_kicker': None, 'print_headline': 'Gulf Council Reaches Out to Morocco and Jordan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Jordan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Morocco', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 3, 'major': 'N'}]",Foreign,World,108,compound,0.0
109,109,Maude Arabia is flexing it financial and diplomatic might in a bid to avert the overthrow of any more leader in the Middle Last ,2011-05-27 10:13:26+00:00,Saudi Arabia is flexing its financial and diplomatic might in a bid to avert the overthrow of any more leaders in the Middle East.,"{'main': 'Saudi Arabia Scrambles to Limit Regionâs Upheaval', 'kicker': None, 'content_kicker': None, 'print_headline': 'SAUDIS SCRAMBLE IN BID TO CONTAIN REGIONAL UNREST', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Morocco', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Abdullah bin Abdul Aziz al-Saud', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 11, 'major': 'N'}]",Foreign,World,109,compound,-0.1779
110,110,His oil rich kingdom is spending billion to pump up salary build housing and finance religious organization effectively neutralising any opposition ,2011-06-09 00:48:20+00:00,"This oil-rich kingdom is spending $130 billion to pump up salaries, build housing and finance religious organizations, effectively neutralizing any opposition.","{'main': 'In Saudi Arabia, Royal Funds Buy Peace for Now', 'kicker': None, 'content_kicker': None, 'print_headline': 'IN SAUDI ARABIA, ROYAL FUNDS BUY PEACE, FOR NOW', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Abdullah bin Abdul Aziz al-Saud', 'rank': 4, 'major': 'N'}]",Foreign,World,110,compound,0.7579
111,111,The majority of Maude troop would leave on Monday although a small number would remain in Bahrain a Maude official said ,2011-06-28 19:42:46+00:00,"The majority of Saudi troops would leave on Monday, although a small number would remain in Bahrain, a Saudi official said.","{'main': 'Saudi Forces Withdrawing From Bahrain', 'kicker': None, 'content_kicker': None, 'print_headline': 'Saudi Forces To Withdraw From Bahrain', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}]",Foreign,World,111,compound,0.0258
112,112,The Palestinian prime minister attributed the authoritys financial problem to âthe failure of donor including our Arab brother to fulfill their pledges â,2011-07-03 18:39:59+00:00,"The Palestinian prime minister attributed the authorityâs financial problems to âthe failure of donors, including our Arab brothers, to fulfill their pledges.â","{'main': 'Palestinians Unable to Pay Full Salaries of Employees', 'kicker': None, 'content_kicker': None, 'print_headline': 'Palestinians Unable to Pay Full Salaries Of Employees', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'West Bank', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Fayyad, Salam', 'rank': 5, 'major': 'N'}]",Foreign,World,112,compound,-0.4215
113,113,The Cuba Mercantile Exchange set up in hope to establish it Man crude oil future contract a a leading benchmark for pricking oil deal ,2011-07-20 16:47:36+00:00,"The Dubai Mercantile Exchange, set up in 2007, hopes to establish its Oman crude oil futures contract as a leading benchmark for pricing oil deals.","{'main': 'Dubai Exchange Faces Steep Climb on Crude Oil Deals', 'kicker': 'Middle East', 'content_kicker': None, 'print_headline': 'Dubai Exchange Faces Steep Climb on Crude Oil Deals', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Dubai (United Arab Emirates)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Organization of Petroleum Exporting Countries', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Futures and Options Trading', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Oman', 'rank': 5, 'major': 'N'}]",Foreign,World,113,compound,-0.4019
114,114,Human right activist said that at least people were killed on Friday during protest ,2011-08-06 12:04:15+00:00,Human rights activists said that at least 24 people were killed on Friday during protests.,"{'main': 'Syria Forces Extend Siege on Hama as Toll Rises', 'kicker': None, 'content_kicker': None, 'print_headline': 'Syria Forces Extend Siege On Hama As Toll Rises', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}]",Foreign,World,114,compound,-0.7579
115,115,Maude Arabia recalled it ambassador and issued a harsh statement criticizing President Lascar al Sad of Syria ,2011-08-08 12:23:11+00:00,Saudi Arabia recalled its ambassador and issued a harsh statement criticizing President Bashar al-Assad of Syria.,"{'main': 'Saudi Arabia Ramps Up Pressure on Syria', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kuwait and Bahrain Join Saudis in Ramping Up Pressure on Syria', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 3, 'major': 'N'}]",Foreign,World,115,compound,-0.8176
116,116,Maude Arabia Bahrain and Wait recalled their ambassador and President Lascar al Sad replaced the defense minister with the armys chief of staff ,2011-08-08 16:52:17+00:00,"Saudi Arabia, Bahrain and Kuwait recalled their ambassadors, and President Bashar al-Assad replaced the defense minister with the armyâs chief of staff.","{'main': '3 Arab Countries Recall Ambassadors to Syria', 'kicker': None, 'content_kicker': None, 'print_headline': 'Syriaâs Isolation Deepens As Minister Is Removed', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Gulf Cooperation Council', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Abdullah bin Abdul Aziz al-Saud', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'ARAB LEAGUE', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 9, 'major': 'N'}]",Foreign,World,116,compound,-0.3818
117,117,Though truckloads of riot police officer surround soccer stadium they stay mostly near the exist ,2011-08-31 18:20:15+00:00,"Though truckloads of riot police officers surround soccer stadiums, they stay mostly near the exits.","{'main': 'Myanmar Soccer Fans Given Freedom of Raucous Speech', 'kicker': None, 'content_kicker': None, 'print_headline': 'Myanmar Soccer Fans Given Freedom of Raucous Speech', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Myanmar', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yangon (Myanmar)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Soccer', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 4, 'major': 'N'}]",Foreign,World,117,compound,-0.5574
118,118,Even Vanish citizen including a family with three child had been held hostage in Somalia since February ,2011-09-07 12:40:01+00:00,"Seven Danish citizens, including a family with three children, had been held hostage in Somalia since February.","{'main': '7 From Denmark Head Home After Being Freed by Pirates', 'kicker': None, 'content_kicker': None, 'print_headline': '7 From Denmark Head Home After Being Freed by Pirates', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Denmark', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Piracy at Sea', 'rank': 2, 'major': 'N'}]",Foreign,World,118,compound,0.0
119,119,The couple who graduated from Vassar met on their first day of college ,2011-09-18 04:01:14+00:00,"The couple, who graduated from Vassar, met on their first day of college.","{'main': 'Elizabeth Roper, David Shanies', 'kicker': None, 'content_kicker': None, 'print_headline': 'Elizabeth Roper, David Shanies', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,119,compound,0.0
120,120,Two Americans arrested while hiding along the Ran Ran frontier two year ago were released Wednesday and left the country by plane their family said in a statement ,2011-09-21 09:46:25+00:00,"Two Americans arrested while hiking along the Iran-Iraq frontier two years ago were released Wednesday and left the country by plane, their families said in a statement.","{'main': 'American Hikers Leave Iran After Prison Release', 'kicker': None, 'content_kicker': None, 'print_headline': 'American Hikers Leave Iran After Prison Release', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Bail', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hikes and Hiking', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bauer, Shane Michael', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Fattal, Joshua Felix', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Shourd, Sarah Emily', 'rank': 8, 'major': 'N'}]",Foreign,World,120,compound,-0.6486
121,121,Have M Later and Joshua F Fatal joined by previously freed Sarah E Should told of blindfold and struggle to keep fit in captivity ,2011-09-25 20:13:04+00:00,"Shane M. Bauer and Joshua F. Fattal, joined by previously freed Sarah E. Shourd, told of blindfolds and struggles to keep fit in captivity.","{'main': 'Back From Iran, U.S. Hikers Share Tales of Strife', 'kicker': None, 'content_kicker': None, 'print_headline': 'Back From Iran, U.S. Hikers Share Tales of Strife', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bauer, Shane Michael', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Fattal, Joshua Felix', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Shourd, Sarah Emily', 'rank': 5, 'major': 'N'}]",Foreign,World,121,compound,-0.1531
